Date;t3year;t3month;g3Y;g3m;Spread;spreadavg
01/06/2017;1.49;0.98;0.01;0.1;-0.42;-0.51
01/07/2017;1.54;1.07;0.03;0.09;-0.36;-0.43
01/08/2017;1.48;1.01;-0.04;-0.06;-0.38;-0.39
01/09/2017;1.51;1.03;0.02;0.02;-0.38;-0.38
01/10/2017;1.68;1.07;0.11;0.04;-0.45;-0.41
01/11/2017;1.81;1.23;0.07;0.14;-0.39;-0.41
01/12/2017;1.96;1.32;0.08;0.07;-0.40;-0.41
01/01/2018;2.15;1.41;0.09;0.07;-0.42;-0.40
01/02/2018;2.36;1.57;0.09;0.11;-0.41;-0.41
01/03/2018;2.42;1.7;0.03;0.08;-0.35;-0.39
01/04/2018;2.52;1.76;0.04;0.03;-0.36;-0.37
01/05/2018;2.66;1.86;0.05;0.06;-0.36;-0.36
01/06/2018;2.65;1.9;0;0.02;-0.33;-0.35
01/07/2018;2.7;1.96;0.02;0.03;-0.32;-0.34
01/08/2018;2.71;2.03;0;0.04;-0.29;-0.31
01/09/2018;2.84;2.13;0.05;0.05;-0.29;-0.30
01/10/2018;2.94;2.25;0.03;0.05;-0.27;-0.28
01/11/2018;2.91;2.33;-0.01;0.03;-0.22;-0.26
01/12/2018;2.67;2.37;-0.09;0.02;-0.12;-0.20
01/01/2019;2.52;2.37;-0.06;0;-0.06;-0.13
01/02/2019;2.48;2.39;-0.02;0.01;-0.04;-0.07
01/03/2019;2.37;2.4;-0.05;0;0.01;-0.03
01/04/2019;2.31;2.38;-0.03;-0.01;0.03;0.00
01/05/2019;2.16;2.35;-0.07;-0.01;0.08;0.04
01/06/2019;1.78;2.17;-0.19;-0.08;0.20;0.10
01/07/2019;1.8;2.1;0.01;-0.03;0.15;0.15
01/08/2019;1.51;1.95;-0.18;-0.07;0.26;0.20
01/09/2019;1.59;1.89;0.05;-0.03;0.17;0.19
01/10/2019;1.53;1.65;-0.04;-0.14;0.08;0.17
01/11/2019;1.61;1.54;0.05;-0.07;-0.04;0.07
01/12/2019;1.63;1.54;0.01;0;-0.06;-0.01
01/01/2020;1.52;1.52;-0.07;-0.01;0.00;-0.03
01/02/2020;1.31;1.52;-0.15;0;0.15;0.03
01/03/2020;0.5;0.29;-0.96;-1.66;-0.54;-0.13
01/04/2020;0.28;0.14;-0.58;-0.73;-0.69;-0.36
01/05/2020;0.22;0.13;-0.24;-0.07;-0.53;-0.59
01/06/2020;0.22;0.16;0;0.21;-0.32;-0.51
01/07/2020;0.17;0.13;-0.26;-0.21;-0.27;-0.37
01/08/2020;0.16;0.1;-0.06;-0.26;-0.47;-0.35
01/09/2020;0.16;0.11;0;0.1;-0.37;-0.37
01/10/2020;0.19;0.1;0.17;-0.1;-0.64;-0.50
01/11/2020;0.22;0.09;0.15;-0.11;-0.89;-0.64
01/12/2020;0.19;0.09;-0.15;0;-0.75;-0.76
01/01/2021;0.2;0.08;0.05;-0.12;-0.92;-0.85
01/02/2021;0.21;0.04;0.05;-0.69;-1.66;-1.11
01/03/2021;0.32;0.03;0.42;-0.29;-2.37;-1.65
01/04/2021;0.35;0.02;0.09;-0.41;-2.86;-2.30
01/05/2021;0.32;0.02;-0.09;0;-2.77;-2.67
01/06/2021;0.39;0.04;0.2;0.69;-2.28;-2.64
01/07/2021;0.4;0.05;0.03;0.22;-2.08;-2.38
01/08/2021;0.42;0.05;0.05;0;-2.13;-2.16
01/09/2021;0.47;0.04;0.11;-0.22;-2.46;-2.22
01/10/2021;0.67;0.05;0.35;0.22;-2.60;-2.40
01/11/2021;0.82;0.05;0.2;0;-2.80;-2.62
01/12/2021;0.95;0.06;0.15;0.18;-2.76;-2.72
01/01/2022;1.25;0.15;0.27;0.92;-2.12;-2.56
01/02/2022;1.65;0.33;0.28;0.79;-1.61;-2.16
01/03/2022;2.09;0.44;0.24;0.29;-1.56;-1.76
01/04/2022;2.72;0.76;0.26;0.55;-1.28;-1.48
01/05/2022;2.79;0.98;0.03;0.25;-1.05;-1.29
01/06/2022;3.15;1.49;0.12;0.42;-0.75;-1.02
01/07/2022;3.03;2.23;-0.04;0.4;-0.31;-0.70
01/08/2022;3.23;2.63;0.06;0.16;-0.21;-0.42
01/09/2022;3.88;3.13;0.18;0.17;-0.21;-0.24
